,id,major,gender,c01,c02,c03,c04,c05,c06,c07,c08,c09,c10,academic,campus,internship,AtRisk_academic,AtRisk_campus,AtRisk_internship,At_Risk,graduate_program,goverment,industry,placement,annual
4375,4375,Information Science,M,71.51515151515152,83.23699421965318,83.72093023255815,88.0,86.28158844765343,67.74193548387096,70.39473684210526,76.62337662337663,85.04672897196262,59.74576271186441,77.23072050481962,19,7,0,0,0,0,0.555721328532105,0.7478898044261879,0.5174650350721653,1.8210761680304581,150731.15567617884
4376,4376,Mathmatics,M,82.42424242424242,75.14450867052022,65.11627906976744,58.0,64.25992779783394,76.49769585253456,84.21052631578948,73.37662337662337,72.89719626168224,84.7457627118644,73.6672762480858,10,0,1,0,1,2,0.27686201695804286,0.3498577922614646,0.19429971836201862,0.8210195275815261,86200.65287879016
4377,4377,Mathmatics,M,93.93939393939394,87.28323699421965,80.81395348837209,66.5,72.20216606498195,92.16589861751152,83.55263157894737,75.32467532467533,89.25233644859813,96.61016949152543,83.76444619482254,3,17,0,1,0,1,0.5086449376487058,0.25973696665624213,0.5991352109030452,1.3675171152079932,167300.9856470405
4378,4378,Liberal Arts,F,85.45454545454545,92.48554913294798,84.30232558139535,94.5,93.14079422382672,88.0184331797235,90.78947368421052,89.6103896103896,80.37383177570094,65.67796610169492,86.43533087444351,14,20,0,0,0,0,0.7640899761289781,0.697422860514868,0.8356854218075757,2.297198258451422,197575.69717690063
4379,4379,Mathmatics,M,76.96969696969697,74.56647398843931,59.883720930232556,55.0,60.288808664259925,77.88018433179724,76.97368421052632,68.83116883116882,75.70093457943925,86.44067796610169,71.25353504716621,8,7,1,0,0,1,0.2742646546126666,0.32103813559615024,0.35525155583899776,0.9505543460478145,129377.04981274749
4380,4380,Others,M,77.57575757575758,82.65895953757226,68.6046511627907,83.0,85.5595667870036,76.036866359447,87.5,83.11688311688312,74.76635514018692,64.40677966101696,78.32258193406581,21,6,0,0,0,0,0.5968001870485001,0.8178503049136363,0.5192612099985089,1.9339117019606453,176264.70561106544
4381,4381,Electric Engineering,M,71.51515151515152,81.5028901734104,81.97674418604652,59.5,55.5956678700361,63.59447004608295,70.39473684210526,83.76623376623377,80.37383177570094,78.8135593220339,72.70332854968015,4,1,1,1,1,3,0.17280436724518383,0.13314889038312147,0.13963917737567322,0.4455924350039785,85146.69269745934
4382,4382,Computer Science,M,79.39393939393939,82.08092485549133,69.18604651162791,67.5,73.28519855595668,84.7926267281106,89.47368421052632,79.87012987012987,76.6355140186916,83.05084745762711,78.5268911602101,6,5,0,0,0,0,0.34573686829469885,0.25886265018992016,0.29257654309654524,0.8971760615811643,69963.31043375531
4383,4383,Others,F,80.60606060606061,83.81502890173411,68.6046511627907,81.0,82.31046931407943,75.57603686635944,82.89473684210526,79.87012987012987,75.70093457943925,66.10169491525424,77.64797430579529,19,6,0,0,0,0,0.5526766726709355,0.7417578326423915,0.4908642738356684,1.7852987791489954,157127.50986829685
4384,4384,Electric Engineering,M,73.93939393939394,86.70520231213872,88.37209302325581,65.5,59.56678700361011,73.27188940092167,73.6842105263158,87.01298701298701,83.64485981308411,83.89830508474576,77.55957281164528,4,10,0,1,0,1,0.34751781082990046,0.2200311915725092,0.40195469482370466,0.9695036972261144,94782.564837123
4385,4385,Computer Science,F,88.48484848484848,91.32947976878613,78.48837209302326,72.0,74.0072202166065,94.47004608294931,94.07894736842105,92.20779220779221,77.10280373831776,85.59322033898304,84.77627302997277,6,11,0,0,0,0,0.5137347705540932,0.3278693682703659,0.4754658703838565,1.3170700092083156,136959.7432500169
4386,4386,Computer Science,F,84.84848484848484,80.92485549132948,72.09302325581395,63.0,68.59205776173285,85.25345622119816,85.52631578947368,77.27272727272727,78.03738317757009,89.83050847457628,78.53788122929066,4,9,0,1,0,1,0.3540707334188886,0.21596416987769154,0.37684646920896125,0.9468813725055414,104865.55415118602
4387,4387,Mathmatics,M,82.42424242424242,86.1271676300578,79.65116279069767,66.5,70.03610108303249,83.41013824884793,86.1842105263158,81.81818181818181,85.98130841121495,92.79661016949153,81.49291231020825,7,11,0,0,0,0,0.4738602903903126,0.35258982233540026,0.48003252967036464,1.3064826423960776,154495.3973518417
4388,4388,Computer Science,M,90.9090909090909,87.28323699421965,69.18604651162791,68.0,71.11913357400722,84.33179723502305,92.10526315789474,86.36363636363636,78.50467289719626,89.40677966101696,81.7209657303713,10,13,0,0,0,0,0.5470013014745786,0.47917888905633643,0.5759641960363022,1.6021443865672174,144109.1001951017
4389,4389,Information Science,M,80.0,87.86127167630057,80.81395348837209,92.5,90.25270758122744,77.88018433179724,79.60526315789474,77.92207792207792,91.1214953271028,69.49152542372882,82.74484789085017,18,6,0,0,0,0,0.623573679836291,0.7237119757400602,0.4911219800771028,1.838407635653454,170105.55067067052
4390,4390,Computer Science,F,93.93939393939394,89.59537572254335,70.93023255813954,73.0,79.42238267148015,100.0,98.02631578947368,85.06493506493507,83.17757009345794,92.79661016949153,86.59528160089151,5,21,0,0,0,0,0.6303828967207787,0.37443605494349735,0.7441112270045829,1.748930178668859,164403.39743665466
4391,4391,Information Science,M,81.81818181818181,84.97109826589596,81.3953488372093,88.0,87.36462093862816,72.8110599078341,76.97368421052632,75.97402597402598,88.78504672897196,66.94915254237289,80.50422192236464,21,8,0,0,0,0,0.6544846773053401,0.8412151182536381,0.5804863857579439,2.0761861813169222,202653.18559572793
4392,4392,Electric Engineering,F,80.0,86.1271676300578,83.72093023255815,66.5,59.2057761732852,73.27188940092167,73.02631578947368,87.66233766233766,85.51401869158879,82.62711864406779,77.76555542242907,5,11,0,0,0,0,0.3775154777001037,0.2652617685935505,0.44351457127773813,1.0862918175713923,100028.27696547552
4393,4393,Mathmatics,M,86.06060606060606,82.08092485549133,68.6046511627907,62.5,67.50902527075812,86.63594470046083,80.26315789473684,75.32467532467533,79.90654205607477,88.13559322033899,77.7021120545933,0,17,0,1,0,1,0.35606553152103027,0.12701028037807052,0.5431045089935446,1.0261803208926454,135784.2272820562
4394,4394,Computer Science,M,92.12121212121212,90.7514450867052,74.4186046511628,73.0,79.42238267148015,99.53917050691244,97.36842105263158,84.41558441558442,82.71028037383178,93.22033898305085,86.69674398625713,4,19,0,1,0,1,0.5954621497014218,0.3226693570691048,0.6756584723829802,1.5937899791535068,191994.82354563393
4395,4395,Electric Engineering,M,67.87878787878788,82.08092485549133,78.48837209302326,62.0,55.95667870036101,67.28110599078342,77.63157894736842,88.31168831168831,73.83177570093459,75.0,72.84609124784382,5,5,1,0,0,1,0.2322675698841775,0.20114978550217183,0.26416313401944935,0.6975804894057986,81156.36925871676
4396,4396,Electric Engineering,M,78.18181818181819,82.08092485549133,73.25581395348837,61.0,61.73285198555957,76.95852534562212,82.89473684210526,87.66233766233766,72.89719626168224,81.77966101694915,75.8443866105054,5,3,0,0,0,0,0.2631926987633193,0.196849618715405,0.21671778967033267,0.676760107149057,70543.57291307759
4397,4397,Information Science,F,73.93939393939394,80.34682080924856,77.32558139534883,82.5,80.50541516245487,67.74193548387096,68.42105263157895,72.72727272727273,81.77570093457943,60.16949152542373,74.54526646091719,16,4,1,0,0,1,0.43036091007662686,0.6045886588628366,0.38728535887460036,1.4222349278140638,149864.3364032053
4398,4398,Computer Science,F,90.3030303030303,87.28323699421965,73.83720930232558,69.5,76.53429602888086,98.61751152073732,96.71052631578948,85.06493506493507,76.16822429906541,91.10169491525424,84.51206647442379,5,16,0,0,0,0,0.5438350977365938,0.328430494603996,0.6000156243989451,1.472281216739535,160520.06631688913
4399,4399,Information Science,M,81.81818181818181,91.32947976878613,83.72093023255815,89.5,86.28158844765343,76.49769585253456,80.92105263157895,85.06493506493507,87.85046728971963,66.94915254237289,82.99334836483206,18,11,0,0,0,0,0.6787362673139595,0.762964906170928,0.6303368154753646,2.0720379889602523,166341.37089154928
4400,4400,Liberal Arts,F,71.51515151515152,84.97109826589596,72.09302325581395,88.5,86.64259927797833,70.50691244239631,80.26315789473684,81.81818181818181,79.90654205607477,61.016949152542374,77.72336156787718,24,2,0,0,1,1,0.5946955986788682,0.895388611916523,0.44672761621613405,1.9368118268115253,172282.44868422527
4401,4401,Computer Science,M,93.33333333333333,87.86127167630057,77.32558139534883,68.0,71.48014440433214,89.86175115207374,91.44736842105263,85.06493506493507,84.11214953271028,94.0677966101695,84.25543315902561,4,11,0,1,0,1,0.4722416562662303,0.25234283509797695,0.4474779921780552,1.1720624835422624,106356.31638094602
4402,4402,Information Science,M,81.21212121212122,89.59537572254335,90.11627906976744,91.0,89.89169675090253,84.33179723502305,76.3157894736842,77.92207792207792,94.85981308411215,73.30508474576271,84.85500352159946,14,19,0,0,0,0,0.7268740626670048,0.6839388319815767,0.8037706306338207,2.214583525282402,238435.68456788082
4403,4403,Liberal Arts,M,84.24242424242425,94.21965317919076,81.97674418604652,93.5,94.58483754512635,89.40092165898618,88.8157894736842,88.31168831168831,82.24299065420561,66.10169491525424,86.33967441666064,18,11,0,0,0,0,0.735979583468932,0.7752809910460347,0.6392388201750187,2.1504993946899855,207488.6194351484
4404,4404,Liberal Arts,M,74.54545454545455,81.5028901734104,66.86046511627907,82.5,86.64259927797833,77.41935483870968,79.60526315789474,72.72727272727273,78.97196261682242,67.79661016949153,76.85718726233134,20,6,0,0,0,0,0.5554409493951954,0.7756521533538037,0.5020617581634292,1.8331548609124284,140277.10427674412
4405,4405,Others,F,81.81818181818181,94.79768786127168,76.74418604651163,90.0,89.89169675090253,88.47926267281106,93.42105263157895,92.85714285714286,78.97196261682242,69.91525423728814,85.6896427492511,15,13,0,0,0,0,0.6963494060387456,0.6778095055793549,0.6530276067651849,2.0271865183832856,209149.37866525803
4406,4406,Mathmatics,M,78.78787878787878,79.1907514450867,66.86046511627907,59.0,63.17689530685921,81.5668202764977,81.57894736842105,70.77922077922078,78.03738317757009,90.2542372881356,74.9232599545949,4,8,1,1,0,2,0.28205554208706635,0.19499296399993649,0.3395199836060559,0.8165684896930587,105198.22982787178
4407,4407,Mathmatics,F,79.39393939393939,82.08092485549133,72.09302325581395,68.0,68.95306859205776,78.80184331797236,81.57894736842105,79.87012987012987,85.04672897196262,87.28813559322033,78.31067412190086,7,6,0,0,0,0,0.3685122538870979,0.3025393300019228,0.33301327040067313,1.004064854289694,106008.15077112649
4408,4408,Mathmatics,M,74.54545454545455,79.76878612716763,69.76744186046511,62.5,64.62093862815884,77.41935483870968,81.57894736842105,81.16883116883118,78.03738317757009,83.05084745762711,75.24579851724053,5,5,0,0,0,0,0.27331772452359104,0.20998185922946155,0.27054691284407706,0.7538464965971297,81148.91066538269
4409,4409,Mathmatics,M,76.96969696969697,75.72254335260115,62.7906976744186,58.0,61.01083032490975,76.95852534562212,76.3157894736842,70.12987012987013,74.76635514018692,83.47457627118644,71.61388846821762,5,4,1,0,0,1,0.20100678592763133,0.18894702236993682,0.23317443508501962,0.6231282433825878,68429.11880806155
4410,4410,Mathmatics,M,87.87878787878788,84.97109826589596,75.5813953488372,69.5,71.11913357400722,83.41013824884793,82.23684210526316,80.51948051948052,85.98130841121495,87.71186440677967,80.89100487591146,8,13,0,0,0,0,0.5002202654733836,0.4025146424003681,0.5471539842009109,1.4498888920746626,140436.15814001835
4411,4411,Liberal Arts,M,83.03030303030303,89.01734104046243,79.06976744186046,90.0,90.97472924187726,83.41013824884793,88.15789473684211,87.01298701298701,78.97196261682242,65.2542372881356,83.48993606581382,18,11,0,0,0,0,0.6872310542312225,0.7647925870897923,0.6316578541247558,2.0836814954457705,165313.94006990496
4412,4412,Mathmatics,F,86.06060606060606,83.81502890173411,73.25581395348837,70.5,72.56317689530685,86.17511520737327,84.21052631578948,75.97402597402598,85.98130841121495,89.40677966101696,80.79423813805559,10,13,0,0,0,0,0.5311484049741085,0.4757680870285942,0.573498885348007,1.5804153773507097,177067.74781098755
4413,4413,Electric Engineering,F,84.84848484848484,94.79768786127168,84.30232558139535,72.5,72.56317689530685,90.78341013824885,88.8157894736842,92.20779220779221,86.91588785046729,91.52542372881356,85.92599785854648,6,15,0,0,0,0,0.5741316561581179,0.36277157068241106,0.5893674186518671,1.5262706454923962,135615.79241090183
4414,4414,Electric Engineering,F,73.33333333333333,82.65895953757226,69.18604651162791,61.0,60.288808664259925,75.57603686635944,81.57894736842105,85.06493506493507,74.76635514018692,81.35593220338983,74.48093546900857,3,7,1,1,0,2,0.24801493605001507,0.14889253552254367,0.2973313828592811,0.6942388544318399,103527.67837856969
4415,4415,Computer Science,M,83.63636363636364,86.1271676300578,71.51162790697674,68.0,72.56317689530685,86.17511520737327,94.07894736842105,87.01298701298701,79.4392523364486,89.83050847457628,81.83751464685112,10,4,0,0,0,0,0.45735403723943935,0.41059885187335454,0.32687746369746074,1.1948303528102546,124635.9080899749
4416,4416,Computer Science,F,85.45454545454545,84.97109826589596,69.18604651162791,67.0,69.31407942238268,84.7926267281106,90.13157894736842,87.01298701298701,72.89719626168224,82.20338983050847,79.29635484351088,6,8,0,0,0,0,0.3894465540955259,0.28469764330244757,0.37775575509634013,1.0518999524943136,142823.0168911665
4417,4417,Electric Engineering,M,81.21212121212122,90.7514450867052,83.13953488372093,67.5,61.73285198555957,82.02764976958525,78.94736842105263,92.20779220779221,82.71028037383178,84.32203389830508,80.45510778386739,-1,17,0,1,0,1,0.3868674197263608,0.10033782876811786,0.5371269556205807,1.0243322041150593,146509.5717842395
4418,4418,Computer Science,M,89.6969696969697,90.17341040462428,79.65116279069767,70.5,73.28519855595668,95.39170506912443,93.42105263157895,85.71428571428571,85.51401869158879,95.33898305084746,85.86867866056737,5,13,0,0,0,0,0.5364947409488666,0.3104204804246137,0.5204922681312215,1.3674074895047017,124726.03390833098
4419,4419,Information Science,F,84.84848484848484,93.0635838150289,94.18604651162791,91.0,88.4476534296029,79.72350230414746,76.3157894736842,81.81818181818181,95.79439252336448,72.45762711864407,85.76552618427665,15,17,0,0,0,0,0.7383768197386249,0.7087594566146656,0.764072487456877,2.211208763810167,195372.80239606148
4420,4420,Computer Science,M,84.24242424242425,80.34682080924856,64.53488372093024,63.5,69.31407942238268,81.10599078341014,88.8157894736842,77.27272727272727,72.42990654205607,84.32203389830508,76.58846561651686,9,9,0,0,0,0,0.40218206598259876,0.3928133670108208,0.43816637867586145,1.233161811669281,134671.92309031176
4421,4421,Mathmatics,M,86.06060606060606,83.81502890173411,77.90697674418605,65.5,67.87003610108303,81.10599078341014,82.89473684210526,82.46753246753246,78.97196261682242,84.32203389830508,79.09149044157847,6,14,0,0,0,0,0.44703606991845757,0.32994963944131767,0.5434752878826172,1.3204609972423924,149081.66795910872
4422,4422,Computer Science,F,81.81818181818181,76.878612716763,63.372093023255815,61.0,66.4259927797834,79.72350230414746,86.84210526315789,79.22077922077922,66.35514018691589,78.38983050847457,74.00262378214592,7,1,1,0,1,2,0.243905717190453,0.24834530897581292,0.18299908926506334,0.6752501154313293,102300.68003427013
4423,4423,Liberal Arts,F,74.54545454545455,75.72254335260115,65.11627906976744,79.0,81.5884476534296,71.42857142857143,76.3157894736842,70.12987012987013,71.02803738317758,58.05084745762712,72.29258404941831,17,8,1,0,0,1,0.44884686793417866,0.6637731670466859,0.5054368750288053,1.61805691000967,129580.47570045566
4424,4424,Computer Science,M,82.42424242424242,83.23699421965318,62.2093023255814,65.0,70.03610108303249,88.94009216589862,94.07894736842105,80.51948051948052,70.09345794392523,85.59322033898304,78.21318383892181,9,14,0,0,0,0,0.4808866713183346,0.43713143883367733,0.5810422730009768,1.4990603831529887,145937.2178206236
4425,4425,Electric Engineering,F,72.12121212121212,87.86127167630057,78.48837209302326,63.0,59.56678700361011,76.95852534562212,75.65789473684211,89.6103896103896,80.37383177570094,82.20338983050847,76.58416741932093,0,16,0,1,0,1,0.3267592836674298,0.11522804201889675,0.5124197632669787,0.9544070889533052,155584.54844400808
4426,4426,Computer Science,F,86.66666666666667,81.5028901734104,62.7906976744186,61.0,67.14801444043322,89.86175115207374,89.47368421052632,78.57142857142857,72.42990654205607,87.71186440677967,77.71569038377933,4,7,0,1,0,1,0.3196414119268099,0.19760278141818285,0.3192377439897904,0.8364819373347832,91929.05799515883
4427,4427,Liberal Arts,F,80.60606060606061,86.70520231213872,81.3953488372093,90.5,91.69675090252707,85.71428571428571,80.26315789473684,76.62337662337663,83.64485981308411,67.37288135593221,82.45219240593514,19,15,0,0,0,0,0.7265001402092153,0.8284486526028607,0.7530413896067859,2.307990182418862,196366.67923584091
4428,4428,Computer Science,M,89.0909090909091,90.7514450867052,77.32558139534883,70.5,72.56317689530685,91.70506912442396,88.15789473684211,87.01298701298701,85.04672897196262,88.55932203389831,84.07131143483839,3,18,0,1,0,1,0.5240766037878074,0.2685340438214041,0.6276622970123061,1.4202729446215177,185662.49416951265
4429,4429,Electric Engineering,M,80.60606060606061,89.59537572254335,80.23255813953489,66.5,62.09386281588448,77.41935483870968,78.94736842105263,89.6103896103896,86.44859813084112,88.98305084745763,80.0436619132474,5,8,0,0,0,0,0.38593849513249434,0.2506432954333407,0.3664426039374136,1.0030243945032487,98159.76906421181
4430,4430,Computer Science,M,83.63636363636364,84.39306358381504,77.90697674418605,66.0,67.14801444043322,81.10599078341014,82.89473684210526,81.81818181818181,79.4392523364486,84.7457627118644,78.90883428968081,4,12,0,1,0,1,0.3909633699468502,0.24033245275954154,0.46096555037181225,1.092261373078204,151201.87573430612
4431,4431,Others,M,89.0909090909091,93.0635838150289,76.16279069767442,90.5,93.50180505415162,88.47926267281106,92.10526315789474,87.01298701298701,80.37383177570094,70.76271186440678,86.10531451415646,18,16,0,0,0,0,0.7828822080016277,0.8127567636962437,0.7771691347961115,2.372808106493983,241952.64977043425
4432,4432,Information Science,M,76.96969696969697,87.28323699421965,85.46511627906976,92.5,88.4476534296029,73.27188940092167,73.6842105263158,76.62337662337663,88.78504672897196,63.559322033898304,80.65895489860736,23,14,0,0,0,0,0.7508090421280523,0.9614001978544696,0.7737648542601964,2.485974094242718,242756.45744490775
4433,4433,Computer Science,M,86.06060606060606,87.28323699421965,75.0,71.5,72.20216606498195,84.7926267281106,89.47368421052632,87.01298701298701,79.4392523364486,85.59322033898304,81.83577797468632,11,6,0,0,0,0,0.49398072397928927,0.4627325882039492,0.3955955118839582,1.3523088240671968,103806.76234705534
4434,4434,Electric Engineering,M,80.60606060606061,85.54913294797687,76.74418604651163,61.5,58.12274368231047,77.41935483870968,78.28947368421052,88.96103896103897,78.97196261682242,86.01694915254237,77.21809025361836,3,9,0,1,0,1,0.31520223883064274,0.17430190975552995,0.3600343570313319,0.8495385056175047,126333.3899538171
4435,4435,Mathmatics,F,78.18181818181819,76.878612716763,65.11627906976744,60.0,62.81588447653429,74.19354838709677,71.71052631578948,66.88311688311688,80.37383177570094,84.32203389830508,72.04756517048921,5,3,1,0,0,1,0.198243065431547,0.18287549473985515,0.20661736258125632,0.5877359227526584,70825.31446390785
4436,4436,Others,F,67.87878787878788,76.30057803468208,61.04651162790697,74.5,74.72924187725631,65.89861751152074,73.6842105263158,75.32467532467533,64.95327102803738,54.66101694915254,68.8976910758335,18,3,1,0,0,1,0.35615282216461547,0.649744799425361,0.3711530662024557,1.377050687792432,140620.52968629843
4437,4437,Electric Engineering,M,72.12121212121212,79.76878612716763,67.44186046511628,60.0,58.84476534296029,72.35023041474655,80.92105263157895,83.11688311688312,71.96261682242991,78.8135593220339,72.53409663641288,5,3,1,0,0,1,0.20656582719828884,0.1846661638904156,0.20791164930917855,0.5991436403978829,46481.998488952355
4438,4438,Mathmatics,F,89.6969696969697,84.39306358381504,71.51162790697674,62.5,67.87003610108303,91.2442396313364,82.89473684210526,76.62337662337663,83.64485981308411,93.22033898305085,80.35992491817976,4,18,0,1,0,1,0.47688017841169295,0.291679157659086,0.631090308242256,1.399649644313035,164895.33523904643
4439,4439,Computer Science,M,83.63636363636364,86.70520231213872,79.65116279069767,69.0,70.3971119133574,86.63594470046083,86.1842105263158,84.41558441558442,80.8411214953271,86.44067796610169,81.39073797563474,3,8,0,1,0,1,0.3763985440052709,0.18199158880749833,0.34342381605920164,0.9018139488719707,130214.20359352687
4440,4440,Computer Science,F,72.12121212121212,73.41040462427746,60.46511627906977,56.0,60.64981949458484,76.95852534562212,80.26315789473684,74.02597402597402,65.88785046728972,77.54237288135593,69.73244331341229,4,0,1,1,1,3,0.11180112902173887,0.11454694188305406,0.10402517918453405,0.33037325008932694,63425.275455910836
4441,4441,Information Science,M,80.0,89.01734104046243,89.53488372093024,93.5,89.53068592057761,82.48847926267281,76.3157894736842,82.46753246753246,85.98130841121495,62.71186440677966,83.15478847038544,15,12,0,0,0,0,0.6428050518455314,0.6608123601368393,0.6185735522172745,1.922190964199645,210737.80778433886
4442,4442,Information Science,M,77.57575757575758,82.65895953757226,77.90697674418605,82.0,80.86642599277978,73.27188940092167,73.02631578947368,73.37662337662337,82.71028037383178,66.52542372881356,76.99186525199597,16,10,0,0,0,0,0.5333071973199268,0.6595993112780439,0.5600583997290011,1.7529649083269718,173079.31508328562
4443,4443,Computer Science,F,80.0,76.30057803468208,66.86046511627907,60.0,64.98194945848375,77.88018433179724,80.92105263157895,74.02597402597402,73.83177570093459,80.08474576271186,73.48867250624417,8,5,1,0,0,1,0.2921349620325751,0.3139291816893991,0.3057760341733081,0.9118401778952824,103244.0775392842
4444,4444,Electric Engineering,M,83.03030303030303,90.7514450867052,86.62790697674419,70.5,67.87003610108303,81.10599078341014,86.84210526315789,96.1038961038961,87.38317757009345,89.83050847457628,84.00453693899695,8,10,0,0,0,0,0.5229343380559756,0.3909709360427698,0.47230444296472207,1.3862097170634673,157080.54157046945
4445,4445,Mathmatics,F,79.39393939393939,71.09826589595376,62.2093023255814,53.5,57.761732851985556,72.35023041474655,77.63157894736842,66.23376623376623,74.29906542056075,86.01694915254237,70.04948306364443,6,2,1,0,1,2,0.17017263750344344,0.20465872466134793,0.18689240828623663,0.5617237704510281,66975.4339830514
4446,4446,Information Science,F,81.21212121212122,86.1271676300578,81.3953488372093,89.5,87.72563176895306,72.35023041474655,76.3157894736842,77.27272727272727,87.38317757009345,67.79661016949153,80.70788043490845,20,11,0,0,0,0,0.6722237891444978,0.828162880641659,0.6508592629834085,2.151245932769565,223740.6789983209
4447,4447,Mathmatics,F,86.06060606060606,79.76878612716763,68.6046511627907,61.0,66.4259927797834,84.33179723502305,81.57894736842105,71.42857142857143,85.51401869158879,91.94915254237289,77.6662523396325,9,11,0,0,0,0,0.440983691728059,0.41211547089182343,0.4964550483082203,1.349554210928103,142569.41671123248
4448,4448,Information Science,F,78.18181818181819,93.0635838150289,89.53488372093024,89.5,87.36462093862816,81.5668202764977,76.3157894736842,83.76623376623377,92.99065420560747,72.88135593220339,84.5165760310632,15,20,0,0,0,0,0.747558877452518,0.727165718713365,0.8438822497437016,2.3186068459095845,209069.01921915764
4449,4449,Information Science,M,76.96969696969697,89.01734104046243,83.13953488372093,90.5,89.89169675090253,78.3410138248848,79.60526315789474,80.51948051948052,90.18691588785046,68.22033898305085,82.63912820179442,22,6,0,0,0,0,0.6869321293598175,0.8705420618496911,0.5440453874442615,2.10151957865377,163376.64032091538
4450,4450,Electric Engineering,F,80.60606060606061,82.65895953757226,78.48837209302326,61.5,59.2057761732852,74.19354838709677,76.3157894736842,79.87012987012987,81.30841121495327,86.01694915254237,76.01639965083477,3,4,0,1,0,1,0.2437340782995125,0.13154078247037762,0.2182838144500776,0.5935586752199677,55055.52190558397
4451,4451,Electric Engineering,F,69.0909090909091,86.1271676300578,81.97674418604652,63.0,58.84476534296029,71.42857142857143,76.97368421052632,92.20779220779221,75.70093457943925,76.69491525423729,75.20454839305403,8,10,0,0,0,0,0.3723989393250959,0.3585827574393798,0.44889442906303484,1.1798761258275106,156435.5622286443
4452,4452,Electric Engineering,M,72.12121212121212,84.97109826589596,79.65116279069767,65.0,60.64981949458484,67.74193548387096,75.65789473684211,90.25974025974025,78.97196261682242,77.96610169491525,75.29909274645817,7,0,0,0,1,1,0.25590119513083587,0.24544927069264416,0.1587372446179263,0.6600877104414062,47897.160423935136
4453,4453,Mathmatics,M,75.15151515151516,72.25433526011561,66.86046511627907,56.0,59.2057761732852,72.8110599078341,71.71052631578948,66.88311688311688,73.3644859813084,81.77966101694915,69.60209418061932,4,7,1,1,0,2,0.18084765859321708,0.16774085585182688,0.2976536931791538,0.6462422076241978,66030.09233988525
4454,4454,Computer Science,M,87.27272727272727,83.23699421965318,65.69767441860465,64.5,68.95306859205776,89.86175115207374,86.84210526315789,79.22077922077922,72.42990654205607,84.7457627118644,78.27607693929743,3,12,0,1,0,1,0.3638474907380948,0.20119880590161549,0.445981107245679,1.0110274038853893,126381.9295229479
4455,4455,Electric Engineering,M,82.42424242424242,87.86127167630057,73.83720930232558,63.5,61.73285198555957,76.49769585253456,82.23684210526316,92.20779220779221,77.10280373831776,83.05084745762711,78.0451556749963,3,3,0,1,0,1,0.26825629124237355,0.13133991179561244,0.19597002350341958,0.5955662265414056,81640.2041787712
4456,4456,Others,M,80.60606060606061,90.7514450867052,79.65116279069767,85.5,83.39350180505416,84.33179723502305,86.1842105263158,88.31168831168831,78.03738317757009,69.91525423728814,82.66825037764029,12,11,0,0,0,0,0.5754246517539787,0.5409396117429099,0.5496650098538133,1.666029273350702,159305.91197067758
4457,4457,Electric Engineering,M,77.57575757575758,80.92485549132948,73.83720930232558,64.0,62.454873646209386,72.8110599078341,80.26315789473684,85.06493506493507,79.4392523364486,82.20338983050847,75.8574491050085,6,5,0,0,0,0,0.30007254474804873,0.2490378230774884,0.28547520707823537,0.8345855749037725,94908.21933390385
4458,4458,Mathmatics,F,74.54545454545455,73.41040462427746,65.11627906976744,58.5,62.81588447653429,71.88940092165899,78.28947368421052,72.07792207792208,71.02803738317758,79.23728813559322,70.6910144918596,6,7,1,0,0,1,0.2320585373013719,0.24535819751393698,0.3271527973297514,0.8045695321450603,73660.34850899057
4459,4459,Mathmatics,M,83.63636363636364,82.65895953757226,68.02325581395348,64.0,69.31407942238268,87.09677419354838,86.84210526315789,75.97402597402598,78.50467289719626,90.2542372881356,78.63044740263362,8,5,0,0,0,0,0.3800917963138265,0.33285337946684557,0.31945434990922095,1.032399525689893,91561.09757549463
4460,4460,Others,F,71.51515151515152,87.28323699421965,74.4186046511628,85.5,83.03249097472924,73.27188940092167,85.52631578947368,88.96103896103897,70.09345794392523,59.32203389830509,77.8924220128928,16,9,0,0,0,0,0.5385300753765245,0.6552461261942245,0.5347433366444293,1.7285195382151786,165596.2903126131
4461,4461,Electric Engineering,M,93.33333333333333,97.6878612716763,92.44186046511628,76.0,71.48014440433214,91.70506912442396,88.15789473684211,97.40259740259741,90.65420560747664,94.0677966101695,89.29307629559676,6,14,0,0,0,0,0.6215476373147529,0.36749636838906047,0.5706138762358859,1.5596578819396993,142061.78347223494
4462,4462,Mathmatics,M,84.24242424242425,82.65895953757226,74.4186046511628,66.0,72.20216606498195,86.63594470046083,86.1842105263158,77.92207792207792,85.04672897196262,93.64406779661017,80.89551844135687,11,8,0,0,0,0,0.4982610095792129,0.4746073139420814,0.4485157096517249,1.4213840331730192,135336.4566323582
4463,4463,Information Science,M,76.96969696969697,89.01734104046243,84.30232558139535,90.0,89.16967509025271,82.48847926267281,80.92105263157895,81.81818181818181,85.04672897196262,66.94915254237289,82.66826339085765,16,16,0,0,0,0,0.6915034579127244,0.7264971744075575,0.7414234571793912,2.159424089499673,218300.71044215336
4464,4464,Information Science,M,71.51515151515152,88.4393063583815,91.27906976744185,91.0,85.92057761732852,67.74193548387096,71.71052631578948,82.46753246753246,89.25233644859813,63.559322033898304,80.28857580079928,20,10,0,0,0,0,0.6548686990219981,0.818951972576725,0.6220330619644996,2.0958537335632226,194961.01439373655
